AREA_NM,AREA_CONGEST_LVL,AREA_CONGEST_MSG,AREA_PPLTN_MIN,AREA_PPLTN_MAX,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,NON_RESNT_PPLTN_RATE,REPLACE_YN,PPLTN_TIME,ROAD_MSG,ROAD_TRAFFIC_IDX,ROAD_TRFFIC_TIME,ROAD_TRAFFIC_SPD,ACDNT_CNTRL_CNT,WEATHER_TIME,TEMP,SENSIBLE_TEMP,MAX_TEMP,MIN_TEMP,HUMIDITY,WIND_DIRCT,WIND_SPD,PRECIPITATION,PRECPT_TYPE,PCP_MSG,SUNRISE,SUNSET,UV_INDEX_LVL,UV_INDEX,UV_MSG,PM25_INDEX,PM25,PM10_INDEX,PM10,AIR_IDX,AIR_IDX_MVL,AIR_IDX_MAIN,AIR_MSG,NEWS_LIST
고속터미널역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,14000,16000,33.5,66.5,0.0,1.5,14.8,21.6,20.2,19.0,14.3,8.5,14.5,85.5,N,2023-03-22 12:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-22 12:55,20,0,2023-03-22 13:01,22.4,24.3,24,9,33,NNE,1.9,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,58,나쁨,122,나쁨,135,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
교대역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,16000,18000,52.6,47.4,0.1,2.3,17.9,26.7,21.1,14.1,9.2,8.5,24.2,75.8,N,2023-03-22 12:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-22 12:55,17,0,2023-03-22 13:01,22.1,24,24,9,25,NE,1.6,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,58,나쁨,122,나쁨,135,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
구로디지털단지역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,36000,38000,54.6,45.4,0.2,0.7,24.0,31.3,24.6,12.4,4.9,1.9,30.8,69.2,N,2023-03-22 12:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-22 12:55,20,0,2023-03-22 13:01,22.6,24.5,22,9,25,NNE,1.7,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,56,나쁨,97,나쁨,151,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
서울역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,18000,20000,52.6,47.4,0.0,0.9,17.4,28.3,26.5,16.2,7.9,2.7,27.2,72.8,N,2023-03-22 12:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-22 12:55,18,0,2023-03-22 13:01,22.5,24.3,24,9,31,NE,2.2,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,42,보통,70,나쁨,105,NO2,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
선릉역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,54000,56000,51.1,48.9,0.1,1.8,20.2,29.8,21.8,13.5,8.2,4.7,27.6,72.4,N,2023-03-22 12:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-22 12:55,16,2023-03-22 09:31,2023-03-22 18:00,공사,시설물보수,테헤란로 (르네상스호텔 → 선릉역) 5차로 시설물보수,127.04496857026034,37.503355736724856,2023-03-22 13:00,8,2023-03-22 13:01,22.1,24,24,9,25,NE,1.6,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,31,보통,67,나쁨,106,NO2,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
신도림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,37.6,62.4,0.0,2.9,21.8,20.1,17.1,15.4,13.5,9.3,10.9,89.1,N,2023-03-22 12:25,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-22 12:55,27,0,2023-03-22 13:01,21.5,23.3,23,9,25,NNE,2.1,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,54,나쁨,86,나쁨,122,NO2,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
신림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9500,10000,48.8,51.2,0.0,2.1,28.6,20.2,14.5,14.0,11.4,9.2,17.5,82.5,N,2023-03-22 12:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-22 12:55,16,0,2023-03-22 13:01,21.5,23.3,23,9,25,NNE,2.1,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,56,나쁨,95,나쁨,132,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,20000,22000,41.8,58.2,0.1,6.5,44.5,17.1,11.4,9.6,5.9,4.9,16.1,83.9,N,2023-03-22 12:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-22 12:55,15,0,2023-03-22 13:01,21.1,23.4,23,10,31,NE,0.7,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,49,나쁨,83,나쁨,101,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
왕십리역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9000,9500,41.3,58.7,0.0,9.4,32.8,14.5,13.2,12.9,9.1,8.2,15.8,84.2,N,2023-03-22 12:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-22 12:55,18,0,2023-03-22 13:01,21.5,23.2,25,9,28,ENE,2.5,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,38,보통,76,나쁨,103,NO2,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
역삼역,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,36000,38000,55.1,44.9,0.0,0.7,24.8,35.4,21.8,9.8,4.7,2.7,31.1,68.9,N,2023-03-22 12:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-22 12:55,16,0,2023-03-22 13:01,22.1,24,24,9,25,NE,1.6,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,31,보통,67,나쁨,106,NO2,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
연신내역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5500,6000,39.6,60.4,0.4,4.1,16.0,14.6,16.2,18.6,14.6,15.4,19.1,80.9,N,2023-03-22 12:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-22 12:55,16,0,2023-03-22 13:01,22.2,24.1,23,8,24,ESE,1.7,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,54,나쁨,84,나쁨,109,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
용산역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,53.2,46.8,0.1,1.6,20.2,25.1,21.8,15.7,9.2,6.2,22.9,77.1,N,2023-03-22 12:25,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-22 12:55,25,0,2023-03-22 13:01,21.5,23.2,23,10,28,ENE,2.5,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,48,나쁨,86,나쁨,124,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
경복궁·서촌마을,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,14000,16000,41.1,58.9,0.2,7.0,20.2,20.3,17.8,15.3,11.5,7.7,22.1,77.9,N,2023-03-22 13:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-22 13:55,17,0,2023-03-22 13:51,23.8,25.8,24,9,30,NNE,1.9,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,39,보통,71,보통,100.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
광화문·덕수궁,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,38000,40000,48.9,51.1,0.1,1.6,16.2,27.4,24.6,16.8,8.3,5.1,28.7,71.3,N,2023-03-22 13:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-22 13:55,15,0,2023-03-22 13:51,23.8,25.8,24,9,30,NNE,1.9,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,39,보통,71,보통,100.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
창덕궁·종묘,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,16000,18000,50.7,49.3,0.0,4.5,22.4,19.0,17.6,18.0,11.2,7.3,29.3,70.7,N,2023-03-22 13:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-22 13:55,15,0,2023-03-22 13:51,23.8,25.8,24,9,30,NNE,1.9,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,39,보통,71,보통,100.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
강남 MICE 관광특구,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,20000,22000,48.3,51.7,0.0,1.1,22.7,33.4,23.5,12.4,4.9,2.0,27.0,73.0,N,2023-03-22 13:20,해당 장소로 이동·진입시 시간이 오래 걸릴 수 있어요.,정체,2023-03-22 13:55,12,0,2023-03-22 13:51,24,26,24,9,24,NE,1.6,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,35,보통,75,보통,95.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
동대문 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,22000,24000,45.1,54.9,0.2,3.6,16.6,22.5,19.6,16.7,13.0,7.9,20.2,79.8,N,2023-03-22 13:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-22 13:55,16,0,2023-03-22 13:51,23.8,25.8,24,9,30,NNE,1.9,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,39,보통,71,보통,100.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
명동 관광특구,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,70000,72000,47.0,53.0,0.0,1.5,17.6,27.6,22.7,15.5,9.6,5.6,26.9,73.1,N,2023-03-22 13:20,해당 장소로 이동·진입시 시간이 오래 걸릴 수 있어요.,정체,2023-03-22 13:55,14,0,2023-03-22 13:51,23.8,25.8,24,9,30,NNE,1.9,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,43,보통,70,나쁨,101.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
이태원 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,10000,12000,44.1,55.9,0.1,1.6,22.9,30.0,18.7,12.9,9.2,4.6,26.3,73.7,N,2023-03-22 13:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-22 13:55,19,0,2023-03-22 13:51,23.9,26.1,23,10,23,ENE,1.1,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,51,나쁨,90,나쁨,128.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
